image_path,class
Tomato___Target_Spot\f02e6633-416e-4eb1-bfaa-26b4ede06758___Com.G_TgS_FL 1085.JPG,Tomato___Target_Spot
Tomato___healthy\aa464ad5-f7d0-44ee-9042-fb4a4a64b7cd___RS_HL 9936.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ad188066-2f62-45be-b6f0-4be9b5396413___UF.GRC_YLCV_Lab 03325.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\42c0d61f-b28e-43e9-9fa3-bb03c6ec086a___RS_Erly.B 9601.JPG,Tomato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\8730db8a-22e9-4929-8e92-c270418bc915___Com.G_SpM_FL 9000.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Late_blight\cd30b663-6808-4c13-9c04-c7aff5fae382___RS_Late.B 5310.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\6a4ce1e3-a768-4f6e-96cf-3590df10fdc5___GCREC_Bact.Sp 3608.JPG,Tomato___Bacterial_spot
Tomato___Spider_mites Two-spotted_spider_mite\0956a6ef-18ce-4a82-a9a1-ca41d07ae13f___Com.G_SpM_FL 9371.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Early_blight\386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470.JPG,Tomato___Early_blight
Apple___Black_rot\d22325cf-3a6a-4dc8-8ddb-a4e1a8817d8b___JR_FrgE.S 3090.JPG,Apple___Black_rot
Apple___Apple_scab\bf99a731-b08d-47af-8d65-196bbb0ca2e3___FREC_Scab 3344.JPG,Apple___Apple_scab
Corn_(maize)___Common_rust_\RS_Rust 1678.JPG,Corn_(maize)___Common_rust_
Potato___Early_blight\10c438df-8ed7-4de7-94df-83298ebcf373___RS_Early.B 7001.JPG,Potato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\062c5345-1a64-4dba-8c58-0d72902742c1___Com.G_SpM_FL 8874.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Potato___Late_blight\c0e1bf8b-8b3d-4e00-bbd7-dc134dd9ca42___RS_LB 3234.JPG,Potato___Late_blight
Corn_(maize)___Northern_Leaf_Blight\8115e99a-13a1-4d49-91aa-15189fea7a28___RS_NLB 3606.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d990d968-58d7-4481-896f-9ecfaaf6fe44___YLCV_NREC 2793.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7cf516ee-327e-40a6-810b-7c08ea57f825___UF.GRC_YLCV_Lab 02062.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\05daf90f-9100-499f-a4aa-ebc5dfc20adf___RS_GLSp 7335.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Spider_mites Two-spotted_spider_mite\900034b9-3cd5-4456-b75b-39e645e25a43___Com.G_SpM_FL 8751.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Target_Spot\41076904-8726-4e01-9448-dd036863ddb9___Com.G_TgS_FL 9737.JPG,Tomato___Target_Spot
Tomato___Target_Spot\be295ff6-6efd-417a-900d-ad44a2823ded___Com.G_TgS_FL 0025.JPG,Tomato___Target_Spot
Corn_(maize)___Common_rust_\RS_Rust 1591.JPG,Corn_(maize)___Common_rust_
Apple___Black_rot\48d6f0b4-71e8-418f-8558-b38b89ed3c0b___JR_FrgE.S 8569.JPG,Apple___Black_rot
Tomato___Late_blight\02790384-a589-421b-8695-693e77970418___GHLB2 Leaf 8920.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\e7c136fd-9f65-428c-8d94-b74bde9e19c2___GCREC_Bact.Sp 3829.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\b7f7e1e7-f535-4428-8f00-74b8fecb3740___RS_Late.B 6779.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\c53b64d9-37ef-4269-b809-00e59c2a033f___GCREC_Bact.Sp 3337.JPG,Tomato___Bacterial_spot
Tomato___Spider_mites Two-spotted_spider_mite\77c0be99-db82-465e-a73d-1e19fdfa75e2___Com.G_SpM_FL 1456.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\08a52166-1435-4602-9d59-5dc6ef93c549___YLCV_NREC 0224.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641.JPG,Tomato___healthy
Potato___Early_blight\2c310eaf-dbf4-4e8f-a8d8-ed8e0b51067a___RS_Early.B 6897.JPG,Potato___Early_blight
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\137762d7-fcd5-405c-a4d5-4096321951d0___RS_GLSp 9345.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\41aad915-6a72-497f-bb47-3d73d5c2c4cf___UF.GRC_YLCV_Lab 01934.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\59b3cd39-7a2f-4dc0-a08b-4c88f893f338___RS_HL 9792.JPG,Tomato___healthy
Tomato___Early_blight\2c9fda20-f414-4aaa-8798-faf6bc38f014___RS_Erly.B 6491.JPG,Tomato___Early_blight
Tomato___Target_Spot\942dbcb4-7c9e-4ec7-beea-cd11383c7d83___Com.G_TgS_FL 0835.JPG,Tomato___Target_Spot
Apple___healthy\bf5b3cf2-cc13-4fbd-b629-7a7f56afe59b___RS_HL 5932.JPG,Apple___healthy
Apple___healthy\11bc4ba3-5d5e-4b1e-a5e3-27122256864a___RS_HL 7371.JPG,Apple___healthy
Tomato___Target_Spot\4ab417ba-7f9c-44ee-a7d1-1cd78fe68b58___Com.G_TgS_FL 0046.JPG,Tomato___Target_Spot
Tomato___Leaf_Mold\dbbb1200-16e8-4842-acbf-57ccd1afc2dc___Crnl_L.Mold 7035.JPG,Tomato___Leaf_Mold
Tomato___Septoria_leaf_spot\32be5e7b-4215-4719-a1e8-d6f7a0a388f7___Matt.S_CG 0752.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ce145bc2-c0fa-40b5-8622-38a7a88a1823___UF.GRC_YLCV_Lab 02441.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\ff0f9b3a-4ef4-4c38-9a23-516beff99192___JR_FrgE.S 3048.JPG,Apple___Black_rot
Potato___Early_blight\dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843.JPG,Potato___Early_blight
Corn_(maize)___healthy\3e60a3ab-304e-4620-ac3a-9e255ce0c779___R.S_HL 8207 copy.jpg,Corn_(maize)___healthy
Apple___healthy\375f1e44-235c-4ef0-a156-077b71abeed3___RS_HL 8162.JPG,Apple___healthy
Tomato___Spider_mites Two-spotted_spider_mite\2a686a22-3384-43b6-a0e1-4b176ebde206___Com.G_SpM_FL 9635.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Potato___Early_blight\985f3b47-d5ee-45d4-a020-f43ca80fb59e___RS_Early.B 9211.JPG,Potato___Early_blight
Apple___Apple_scab\252087d7-57c9-4ebe-b6c4-840d6c5dfcb1___FREC_Scab 3329.JPG,Apple___Apple_scab
Tomato___Septoria_leaf_spot\28ac876e-4b48-4486-b40a-d4fad31f6880___Keller.St_CG 1805.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\ef39563c-7897-48be-b7d5-5371b873b110___RS_HL 8024.JPG,Apple___healthy
Corn_(maize)___Common_rust_\RS_Rust 2662.JPG,Corn_(maize)___Common_rust_
Tomato___Early_blight\a2da7455-c116-4d02-b506-89183f817d78___RS_Erly.B 9371.JPG,Tomato___Early_blight
Tomato___Bacterial_spot\0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254.JPG,Tomato___Bacterial_spot
Potato___Early_blight\49ecf1fe-0000-49e8-a042-fb6c9bac38c9___RS_Early.B 8940.JPG,Potato___Early_blight
Corn_(maize)___Common_rust_\RS_Rust 2050.JPG,Corn_(maize)___Common_rust_
Tomato___Septoria_leaf_spot\760a93a5-44c0-442c-9b96-cc821e3c0bda___JR_Sept.L.S 8408.JPG,Tomato___Septoria_leaf_spot
Potato___Early_blight\c30ce1e1-5f05-4cb7-a95a-f22d3621c54f___RS_Early.B 6964.JPG,Potato___Early_blight
Apple___Cedar_apple_rust\eb94b818-0cd7-4233-8315-1138c258eb88___FREC_C.Rust 0164.JPG,Apple___Cedar_apple_rust
Tomato___Late_blight\fbe8ab0c-7091-4bea-a2a5-94765096a7c9___RS_Late.B 6999.JPG,Tomato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\9a99ec55-8f08-425c-b3c5-e0d0b6636ef5___Com.G_SpM_FL 1776.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___healthy\b236dd22-5384-47ab-992e-b82369beb417___R.S_HL 0624 copy.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\038d757b-d3ae-497b-9a96-00a1d60a8a20___UF.GRC_YLCV_Lab 01358.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\98a11218-40d3-4c27-afda-abf73e371f01___Crnl_L.Mold 9055.JPG,Tomato___Leaf_Mold
Potato___Early_blight\5dfcdf05-e64e-4992-84b8-a9fc9c49ce3c___RS_Early.B 6711.JPG,Potato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\cd0122a3-9aa1-4214-8b76-df498d6aacc5___Com.G_SpM_FL 8708.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ef2f5fe2-b4f0-40b4-8242-e521abeb812e___RS_GLSp 9288.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f9b694d5-a9f5-44c8-b16d-0e2fc5cc50c5___YLCV_NREC 2446.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\61c03d35-853f-454b-8aff-7999536888a0___UF.GRC_YLCV_Lab 02448.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\0286577f-36c8-4b0d-bbf5-404993cd089d___Matt.S_CG 1422.JPG,Tomato___Septoria_leaf_spot
Potato___Early_blight\1767fee7-18fd-4597-8c77-d41ec2d62f4e___RS_Early.B 6932.JPG,Potato___Early_blight
Apple___healthy\1a219a0d-defa-4ed1-8878-e3f6aeac847b___RS_HL 6046.JPG,Apple___healthy
Corn_(maize)___Common_rust_\RS_Rust 1771.JPG,Corn_(maize)___Common_rust_
Tomato___Spider_mites Two-spotted_spider_mite\3b12d772-00c3-4cf9-9e2f-25f6aa027790___Com.G_SpM_FL 1244.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___Northern_Leaf_Blight\11e65380-6628-446b-91af-ae42d998d5ff___RS_NLB 4220.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Late_blight\781582d3-8bad-4e20-9073-e1fa1b50abba___RS_Late.B 6269.JPG,Tomato___Late_blight
Potato___Early_blight\c3bf3f15-b1ae-4e36-97a4-f341879db6ae___RS_Early.B 8263.JPG,Potato___Early_blight
Apple___Cedar_apple_rust\3dcf5bf7-744a-439e-881b-10f73fd83616___FREC_C.Rust 3642.JPG,Apple___Cedar_apple_rust
Tomato___Tomato_Yellow_Leaf_Curl_Virus\67907001-4326-4dcf-b60a-d9a59ffeb767___YLCV_GCREC 2167.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e57d98a6-6dfb-4818-945d-5244a359635b___YLCV_NREC 0226.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\d64951f4-a447-44c7-80b7-1143a6e4a4e8___UF.GRC_BS_Lab Leaf 9190.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d4d42768-5d09-440c-bf66-1ab79bc99a45___YLCV_NREC 2316.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\93cbb115-c3d2-46f4-a8c9-fee6025b2311___Com.G_TgS_FL 0901.JPG,Tomato___Target_Spot
Tomato___Late_blight\2bf70a8f-ba33-4405-89d2-8135dbea2b9d___GHLB2 Leaf 9064.JPG,Tomato___Late_blight
Apple___healthy\32073031-1afb-4a9e-ad8b-2d19ef6bb00a___RS_HL 7362.JPG,Apple___healthy
Tomato___Septoria_leaf_spot\2be16c12-1422-4ef0-a070-474085e4cef8___Matt.S_CG 6622.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\21f50927-9e52-4d6b-a3bd-8238cb23153a___GCREC_Bact.Sp 3271.JPG,Tomato___Bacterial_spot
Tomato___Target_Spot\0eaa45be-4346-4e3c-ab6f-4ce9f9aec1db___Com.G_TgS_FL 7902.JPG,Tomato___Target_Spot
Tomato___Septoria_leaf_spot\2d9f575c-7ce7-43d7-be22-fbbf53361ba5___Matt.S_CG 6855.JPG,Tomato___Septoria_leaf_spot
Tomato___Leaf_Mold\2ba2d560-919c-48cd-8f98-c4caf8fc37e7___Crnl_L.Mold 8994.JPG,Tomato___Leaf_Mold
Potato___Early_blight\64e41485-8bd1-4b5d-9482-023eb07d8a89___RS_Early.B 9078.JPG,Potato___Early_blight
Potato___Late_blight\a88a6388-09fa-4cfc-a82e-94d5fd3b4972___RS_LB 2748.JPG,Potato___Late_blight
Apple___healthy\786696fd-ef1f-4e75-9ddd-250b628d9fe3___RS_HL 6199.JPG,Apple___healthy
Apple___healthy\0da8c59a-e54c-4408-ae3c-06d54608b20a___RS_HL 6236.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6e8d8b47-3b4b-4ce7-94d0-8fdda2241699___YLCV_GCREC 2156.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\d9d2f7df-7161-4d20-b0ee-48f8dc8683de___RS_GLSp 9313.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\c820ac4f-54d2-4046-bb70-b53fa649f648___RS_NLB 3680.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f86797e5-92fc-4921-bf96-1d3e38f28c68___YLCV_NREC 2238.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\0f952ca0-e30b-4075-8bb9-1ebccb8aeb9f___GCREC_Bact.Sp 3326.JPG,Tomato___Bacterial_spot
Tomato___healthy\8d39c92d-db17-4a32-a350-1fa670fe2268___GH_HL Leaf 224.JPG,Tomato___healthy
Potato___Late_blight\f7bbae6e-df8d-4f2a-b8b8-52c94d9bf2b5___RS_LB 3212.JPG,Potato___Late_blight
Potato___Early_blight\5cf3cf9d-0f81-4c75-b1d4-2defb49033c4___RS_Early.B 6806.JPG,Potato___Early_blight
Apple___Apple_scab\270dd6be-95f4-4fd1-8423-b698663b3f72___FREC_Scab 2954.JPG,Apple___Apple_scab
Corn_(maize)___Common_rust_\RS_Rust 2697.JPG,Corn_(maize)___Common_rust_
Tomato___Septoria_leaf_spot\7eeb6c90-ec56-467b-a12e-c57a3ed8467f___Matt.S_CG 7753.JPG,Tomato___Septoria_leaf_spot
Apple___Apple_scab\35694cb9-efe9-441a-a810-13e065de7925___FREC_Scab 3320.JPG,Apple___Apple_scab
Potato___Late_blight\fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,Potato___Late_blight
Tomato___Bacterial_spot\ce5152ad-92fb-4187-80f6-eef2524bf131___GCREC_Bact.Sp 3432.JPG,Tomato___Bacterial_spot
Potato___Late_blight\c16b698a-77b9-48f7-943a-457d475242ef___RS_LB 2918.JPG,Potato___Late_blight
Tomato___healthy\9be696de-84ac-4275-b9b0-a6a54e8a1813___GH_HL Leaf 244.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3661efa4-82dc-488c-bade-d11056803e75___UF.GRC_YLCV_Lab 01760.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\95973ed9-f9a8-4c71-b232-432f61020fe3___GH_HL Leaf 412.JPG,Tomato___healthy
Corn_(maize)___Common_rust_\RS_Rust 2627.JPG,Corn_(maize)___Common_rust_
Tomato___healthy\c458d9e4-15b1-41f4-a93b-020d915afd0c___RS_HL 9884.JPG,Tomato___healthy
Tomato___Early_blight\ed8eb85d-c4fa-4403-8b97-148ec0ac0661___RS_Erly.B 7642.JPG,Tomato___Early_blight
Corn_(maize)___Common_rust_\RS_Rust 2381.JPG,Corn_(maize)___Common_rust_
Apple___healthy\ae67e27b-7937-4094-9263-580fcff3718d___RS_HL 7663.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1c9968b7-d736-4101-865a-4d77053d4e94___YLCV_NREC 2643.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\b766b27a-cc4c-432f-a6cd-48eb65bf556b___JR_FrgE.S 2921.JPG,Apple___Black_rot
Tomato___healthy\709e6c14-61e3-4157-b371-f143ca5b1fda___GH_HL Leaf 256.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ee28874c-211b-40c5-88fe-a9eaa8a00f77___YLCV_GCREC 2876.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\92d215ce-c6b4-44fd-9492-306d470b9801___Com.G_SpM_FL 8872.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Target_Spot\8b0db49a-127f-47e5-b942-a869a028903a___Com.G_TgS_FL 0717.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\88228c71-4e2e-4e58-8f57-d6c3f0dc1bb5___YLCV_GCREC 5410.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\f6c104df-09ed-467c-8e67-30d5bd5d7cd2___Crnl_L.Mold 6829.JPG,Tomato___Leaf_Mold
Corn_(maize)___healthy\1e9a7e5a-0097-41bf-a3ac-e6fead20a83f___R.S_HL 8176 copy.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\49909493-8fb3-4799-af5d-fbd22bba5696___UF.GRC_YLCV_Lab 01398.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,Potato___Early_blight
Tomato___Late_blight\4b6307a8-d60b-4e45-a8b4-5e1cd50f2a62___GHLB2 Leaf 8588.JPG,Tomato___Late_blight
Apple___Apple_scab\8c72c236-8f13-4087-8d1d-f365211563f0___FREC_Scab 3196.JPG,Apple___Apple_scab
Tomato___Leaf_Mold\b625a517-f750-41d9-887d-61033eddbce9___Crnl_L.Mold 8890.JPG,Tomato___Leaf_Mold
Corn_(maize)___healthy\b033bcf3-4dda-4e41-ba7a-e1daf6f40dbb___R.S_HL 7941 copy.jpg,Corn_(maize)___healthy
Tomato___Leaf_Mold\876b7bac-c03b-468e-a7c8-67a3c2ba2526___Crnl_L.Mold 6646.JPG,Tomato___Leaf_Mold
Apple___healthy\880ed927-54cb-43f7-8d9d-4e2705cc8472___RS_HL 7488.JPG,Apple___healthy
Tomato___Bacterial_spot\8f48f7db-d8fd-42be-a347-904e944038df___UF.GRC_BS_Lab Leaf 8730.JPG,Tomato___Bacterial_spot
Corn_(maize)___Common_rust_\RS_Rust 1573.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2ddfdc3-b25d-4b65-8ff4-d1cc23111899___UF.GRC_YLCV_Lab 03011.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\d54ab4d3-cd8b-4485-81b5-a38273f5fe1f___RS_HL 6076.JPG,Apple___healthy
Corn_(maize)___Common_rust_\RS_Rust 2156.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\953e9f0e-b8fc-42dd-8460-f3082c14d86d___YLCV_GCREC 5472.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\3ecafd6d-017a-49aa-bb63-e4e8605df540___Com.G_SpM_FL 1349.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e0756d04-b321-4bf4-ae91-531d7f9e8f44___YLCV_NREC 2188.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\af64830e-b094-4915-a2dc-c560886d4cff___UF.GRC_YLCV_Lab 03064.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\889d74d1-a687-4a03-a5b7-08fe446a05ff___Keller.St_CG 1986.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___healthy\bc95ac1d-48c4-4a4b-a303-7441a09751d9___R.S_HL 7887 copy 2.jpg,Corn_(maize)___healthy
Tomato___Late_blight\804affe6-213e-4bcc-8736-e5034a31e454___GHLB2 Leaf 8659.JPG,Tomato___Late_blight
Apple___healthy\71757e95-73f9-4d07-b357-feb6b120f4fd___RS_HL 7280.JPG,Apple___healthy
Potato___Early_blight\8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,Potato___Early_blight
Tomato___Septoria_leaf_spot\18f0fcbe-a99c-4d0d-a7e7-0f3d8f9666c2___Matt.S_CG 2643.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\62d3964c-3cc9-495c-94d5-0558f5fe3063___RS_HL 7607.JPG,Apple___healthy
Apple___healthy\6e05d89e-4cb2-45bd-9800-f128ddbcdaa8___RS_HL 8127.JPG,Apple___healthy
Tomato___Spider_mites Two-spotted_spider_mite\9d742c04-bb79-470d-b924-2dce2506d055___Com.G_SpM_FL 1546.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Early_blight\00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844.JPG,Tomato___Early_blight
Tomato___Late_blight\d70b86ba-e117-43d6-ad51-43c67d9a2483___RS_Late.B 6347.JPG,Tomato___Late_blight
Potato___Early_blight\dc0536f7-e777-4751-8733-f643eb18329a___RS_Early.B 7492.JPG,Potato___Early_blight
Potato___Early_blight\c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645.JPG,Potato___Early_blight
Corn_(maize)___healthy\2930a76c-f0f6-4880-8ec7-f06aaaf257d1___R.S_HL 8155 copy.jpg,Corn_(maize)___healthy
Tomato___Leaf_Mold\8ec82028-24e9-4bb8-8c36-31a42189790e___Crnl_L.Mold 8783.JPG,Tomato___Leaf_Mold
Tomato___Tomato_Yellow_Leaf_Curl_Virus\60d14bc3-b703-4b83-8bf9-f13124970145___YLCV_GCREC 2934.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2432.JPG,Corn_(maize)___Common_rust_
Tomato___Target_Spot\1ae385d6-0c21-402d-b291-d3b7c0ed57c5___Com.G_TgS_FL 8131.JPG,Tomato___Target_Spot
Tomato___Bacterial_spot\9db59731-040c-48ae-9a88-87c427ba120d___GCREC_Bact.Sp 3668.JPG,Tomato___Bacterial_spot
Tomato___Spider_mites Two-spotted_spider_mite\5fc25157-2201-4a95-a8dc-3ea633ac3509___Com.G_SpM_FL 8729.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_mosaic_virus\ee1d7f40-d80c-4cac-9cd3-1a687431496e___PSU_CG 2282.JPG,Tomato___Tomato_mosaic_virus
Potato___Early_blight\e00d7014-a909-4d98-892b-da96a2be9a2e___RS_Early.B 7535.JPG,Potato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\8e9fba34-95ee-409b-b12b-004b23d9b4d0___Com.G_SpM_FL 8775.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Apple___Cedar_apple_rust\9e83b384-97cc-4b00-a283-cbed301e876a___FREC_C.Rust 4052.JPG,Apple___Cedar_apple_rust
Tomato___Tomato_mosaic_virus\20ea80e7-dcdc-4df4-80b0-1c6750effed4___PSU_CG 2281.JPG,Tomato___Tomato_mosaic_virus
Tomato___Bacterial_spot\5512c9ea-9177-4860-8035-c4f8b2025693___GCREC_Bact.Sp 5651.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\a10e3222-dd42-4c61-a0dd-f2e7848e473c___UF.GRC_BS_Lab Leaf 0828.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\931d9484-8912-49c3-bc82-d849927c9a16___GCREC_Bact.Sp 3694.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\5065cba2-6f5c-44e9-886d-e6fb8d764891___GCREC_Bact.Sp 3599.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\788c99c6-1982-437f-98e2-737a5c954768___YLCV_GCREC 5486.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\844704f0-5481-4fa3-b107-cb2a89c42465___UF.GRC_YLCV_Lab 02915.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2736.JPG,Corn_(maize)___Common_rust_
Apple___Black_rot\7530c184-6aa8-40fa-9f8d-7e5f0b3e5a7e___JR_FrgE.S 3045.JPG,Apple___Black_rot
Tomato___healthy\9b5c0a85-5a16-4589-ae76-ef4247e78663___RS_HL 0281.JPG,Tomato___healthy
Tomato___Target_Spot\2e92c5f1-e71e-4d65-9fa8-6f51c242142e___Com.G_TgS_FL 0936.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\dfc2a2b4-aa33-40fb-8bbb-39c5608b9b9e___YLCV_NREC 2372.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5aa622eb-9e39-43c4-ae2e-01172b9a09a7___YLCV_GCREC 5114.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\1f2dc4ae-5264-443a-a103-67fafb37bc70___GHLB_PS Leaf 26.1 Day 16.jpg,Tomato___Late_blight
Apple___Apple_scab\276ed34e-9987-4b38-b83b-8626504fc204___FREC_Scab 3050.JPG,Apple___Apple_scab
Tomato___Spider_mites Two-spotted_spider_mite\4012a51b-bc29-4044-9389-41c4c1cd39f6___Com.G_SpM_FL 9002.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\884c75d8-4cb8-40d3-9730-8ece772595a0___UF.GRC_YLCV_Lab 09537.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\21c8de33-5db5-4cd9-8f69-c424c0b63414___Com.G_TgS_FL 9888.JPG,Tomato___Target_Spot
Potato___Early_blight\16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,Potato___Early_blight
